ROI_id,ROI_parent,ROI_name,ROI_accronym,Structure_order,ROI_Volume_mm_3,cell_counted,cell_density
828,4,Inferior colliculus external nucleus,ICe,815,1.87744,71594,38133.8418271689
580,339,Nucleus of the brachium of the inferior colliculus,NB,816,0.051704,3300,63824.8491412657
271,339,Nucleus sagulum,SAG,817,0.037144,2597,69917.0794744777
874,339,Parabigeminal nucleus,PBG,818,0.057824,3550,61393.1931377975
460,339,Midbrain trigeminal nucleus,MEV,819,0.00396,193,48737.3737373737
20017,339,Subcommissural organ,SCO,820,0.01524,293,19225.7217847769
323,313,Midbrain motor related,MBmot,821,18.292496,815855,44600.5290912733
381,323,Substantia nigra reticular part,SNr,822,1.050248,42369,40341.9001988102
749,323,Ventral tegmental area,VTA,823,0.342232,15524,45361.0416325767
20010,323,Paranigral nucleus,PN,824,0.02164,938,43345.6561922366
246,323,Midbrain reticular nucleus retrorubral area,RR,825,0.102384,5842,57059.6968276293
128,323,Midbrain reticular nucleus,MRN,826,3.53104,185186,52445.1719606688
539,128,Midbrain reticular nucleus magnocellular part,MRNm,827,0,0,NaN
548,128,Midbrain reticular nucleus magnocellular part general,MRNmg,828,0,0,NaN
555,128,Midbrain reticular nucleus parvicellular part,MRNp,829,0,0,NaN
294,323,Superior colliculus motor related,SCm,830,4.933664,257269,52145.6264553079
26,294,Superior colliculus motor related deep gray layer,SCdg,831,0.835496,43960,52615.4523779886
42,294,Superior colliculus motor related deep white layer,SCdw,832,0.214072,8639,40355.5812997496
17,294,Superior colliculus motor related intermediate white layer,SCiw,833,1.620144,89199,55056.2172251355
10,294,Superior colliculus motor related intermediate gray layer,SCig,834,2.263952,115471,51004.1732333548
494,10,Superior colliculus motor related intermediate gray layer sublayer a,SCig-a,835,0,0,NaN
503,10,Superior colliculus motor related intermediate gray layer sublayer b,SCig-b,836,0,0,NaN
511,10,Superior colliculus motor related intermediate gray layer sublayer c,SCig-c,837,0,0,NaN
795,323,Periaqueductal gray,PAG,838,4.314784,101142,23440.8025986932
50,795,Precommissural nucleus,PRC,839,0.269168,6295,23386.8810556976
67,795,Interstitial nucleus of Cajal,INC,840,0.032528,1180,36276.4387604525
587,795,Nucleus of Darkschewitsch,ND,841,0.052344,1895,36202.8121656732
20001,795,Supraoculomotor periaqueductal gray,Su3,842,0.039168,1615,41232.6388888889
1100,323,Pretectal region,PRT,843,3.101104,169372,54616.6784474174
215,1100,Anterior pretectal nucleus,APN,844,2.043792,118955,58203.0852454653
531,1100,Medial pretectal area,MPT,845,0.0562,2925,52046.2633451957
628,1100,Nucleus of the optic tract,NOT,846,0.288792,15255,52823.4854151085
634,1100,Nucleus of the posterior commissure,NPC,847,0.408512,16472,40321.9489268369
706,1100,Olivary pretectal nucleus,OP,848,0.070008,3076,43937.8356759228
1061,1100,Posterior pretectal nucleus,PPT,849,0.182992,10121,55308.428783772
20035,1100,Retroparafascicular nucleus,RPF,850,0.050808,2568,50543.221539915
20034,323,Intercollicular nucleus,InCo,851,0,0,NaN
616,323,Cuneiform nucleus,CUN,852,0.343328,11907,34681.1212601361
214,323,Red nucleus,RN,853,0.377752,18869,49950.7613460683
35,323,Oculomotor nucleus,III,854,0.019472,1005,51612.5718981101
20033,323,Medial accesory oculomotor nucleus,MA3,855,0.01156,388,33564.0138408304
975,323,Edinger-Westphal nucleus,EW,856,0.025,991,39640
115,323,Trochlear nucleus,IV,857,0.008512,327,38416.3533834586
20011,323,Paratrochlear nucleus,Pa4,858,0.009128,422,46231.3759859772
757,323,Ventral tegmental nucleus,VTN,859,0.018408,719,39059.1047370708
231,323,Anterior tegmental nucleus,AT,860,0.015824,556,35136.5015166835
66,323,Lateral terminal nucleus of the accessory optic tract,LT,861,0.019568,1018,52023.7121831562
75,323,Dorsal terminal nucleus of the accessory optic tract,DT,862,0.020744,967,46615.8889317393
58,323,Medial terminal nucleus of the accessory optic tract,MT,863,0.026104,1044,39993.8706711615
615,323,Substantia nigra lateral part,SNl,864,0,0,NaN
348,313,Midbrain behavioral state related,MBsta,865,1.685648,67605,40106.2380758023
374,348,Substantia nigra compact part,SNc,866,0.155688,8066,51808.7456965212
1052,348,Pedunculopontine nucleus,PPN,867,0.7292,36844,50526.6044980801
165,348,Midbrain raphe nuclei,RAmb,868,0.80076,22695,28341.8252659973
12,165,Interfascicular nucleus raphe,IF,869,0.077904,2098,26930.5812281783
100,165,Interpeduncular nucleus,IPN,870,0.407728,13032,31962.4847937841
20009,100,Interpeduncular nucleus rostral,IPR,871,0.106472,2887,27115.1100758885
20008,100,Interpeduncular nucleus caudal,IPC,872,0.080936,2558,31605.2189384205
20007,100,Interpeduncular nucleus apical,IPA,873,0.026776,1072,40035.853002689
20006,100,Interpeduncular nucleus lateral,IPL,874,0.076224,2718,35658.0604534005
20005,100,Interpeduncular nucleus intermediate,IPI,875,0.02912,913,31353.021978022
20004,100,Interpeduncular nucleus dorsomedial,IPDM,876,0.015704,610,38843.6067244014
20003,100,Interpeduncular nucleus dorsolateral,IPDL,877,0.037032,1409,38048.174551739
20002,100,Interpeduncular nucleus rostrolateral,IPRL,878,0.027216,488,17930.6290417402
197,165,Rostral linear nucleus raphe,RL,879,0.045352,1265,27892.9264420533
591,165,Central linear nucleus raphe,CLI,880,0.042912,1601,37308.9112602535
872,165,Dorsal nucleus raphe,DR,881,0.226864,4699,20712.849989421
1065,343,Hindbrain,HB,882,32.318096,1543858,47770.6978777463
771,1065,Pons,P,883,13.613208,689098,50619.8098199925
1132,771,Pons sensory related,P-sen,884,4.202832,232500,55319.8414783175
612,1132,Nucleus of the lateral lemniscus,NLL,885,1.097928,74173,67557.2532989413
82,612,Nucleus of the lateral lemniscus dorsal part,NLLd,886,0,0,NaN
90,612,Nucleus of the lateral lemniscus horizontal part,NLLh,887,0,0,NaN
99,612,Nucleus of the lateral lemniscus ventral part,NLLv,888,0,0,NaN
7,1132,Principal sensory nucleus of the trigeminal,PSV,889,1.150488,58280,50656.7647815536
867,1132,Parabrachial nucleus,PB,890,1.6408,86852,52932.7157484154
123,867,Koelliker-Fuse subnucleus,KF,891,0.25296,13631,53885.9898798229
881,867,Parabrachial nucleus lateral division,PBl,892,0,0,NaN
860,881,Parabrachial nucleus lateral division central lateral part,PBlc,893,0,0,NaN
868,881,Parabrachial nucleus lateral division dorsal lateral part,PBld,894,0,0,NaN
875,881,Parabrachial nucleus lateral division external lateral part,PBle,895,0,0,NaN
883,881,Parabrachial nucleus lateral division superior lateral part,PBls,896,0,0,NaN
891,881,Parabrachial nucleus lateral division ventral lateral part,PBlv,897,0,0,NaN
890,867,Parabrachial nucleus medial division,PBm,898,0,0,NaN
899,890,Parabrachial nucleus medial division external medial part,PBme,899,0,0,NaN
915,890,Parabrachial nucleus medial division medial medial part,PBmm,900,0,0,NaN
923,890,Parabrachial nucleus medial division ventral medial part,PBmv,901,0,0,NaN
398,1132,Superior olivary complex,SOC,902,0.313616,13195,42073.7462374369
122,398,Superior olivary complex periolivary region,POR,903,0.124888,4350,34831.2087630517
105,398,Superior olivary complex medial part,SOCm,904,0.040592,2198,54148.6007094994
114,398,Superior olivary complex lateral part,SOCl,905,0.148136,6647,44870.9294162121
987,771,Pons motor related,P-mot,906,3.847104,183251,47633.4926219827
280,987,Barrington's nucleus,B,907,0.034288,1796,52379.8413439104
880,987,Dorsal tegmental nucleus,DTN,908,0.15956,5606,35134.1188267736
283,987,Lateral tegmental nucleus,LTN,909,0,0,NaN
20016,987,Posterodorsal tegmental nucleus,PDTg,910,0.033552,1759,52426.0848831664
898,987,Pontine central gray,PCG,911,0.864328,36891,42681.7134236077
931,987,Pontine gray,PG,912,0.50392,16967,33670.0269884109
1093,987,Pontine reticular nucleus caudal part,PRNc,913,1.050976,56340,53607.313582803
552,987,Pontine reticular nucleus ventral part,PRNv,914,0,0,NaN
318,987,Supragenual nucleus,SG,915,0.019176,1124,58614.9353358365
462,987,Superior salivatory nucleus,SSN,916,0,0,NaN
534,987,Supratrigeminal nucleus,SUT,917,0.28276,15494,54795.5863629934
574,987,Tegmental reticular nucleus,TRN,918,0.401912,20216,50299.568064651
621,987,Motor nucleus of trigeminal,V,919,0.200896,10909,54301.7282574068
20032,987,Peritrigeminal zone,P5,920,0.22768,12511,54949.9297259311
20031,987,Accessory trigeminal nucleus,Acs5,921,0.005232,298,56957.1865443425
20030,987,Parvicellular motor 5 nucleus,PC5,922,0.031328,1713,54679.519918284
20029,987,Intertrigeminal nucleus,I5,923,0.031496,1627,51657.3533147066
1117,771,Pons behavioral state related,P-sat,924,2.721344,143987,52910.2531690224
679,1117,Superior central nucleus raphe,CS,925,0.402624,18325,45513.928628199
137,679,Superior central nucleus raphe lateral part,CSl,926,0,0,NaN
130,679,Superior central nucleus raphe medial part,CSm,927,0,0,NaN
147,1117,Locus ceruleus,LC,928,0.041488,2564,61801.0026995758
162,1117,Laterodorsal tegmental nucleus,LDT,929,0.294248,11792,40075.0387428292
604,1117,Nucleus incertus,NI,930,0.124848,6693,53609.1887735486
146,1117,Pontine reticular nucleus,PRNr,931,1.677064,95065,56685.3739630688
238,1117,Nucleus raphe pontis,RPO,932,0.050408,2401,47631.3283605777
350,1117,Subceruleus nucleus,SLC,933,0.06124,3278,53527.1064663619
358,1117,Sublaterodorsal nucleus,SLD,934,0.069424,3869,55730.0069140355
354,1065,Medulla,MY,935,18.704888,854760,45697.146114962
386,354,Medulla sensory related,MY-sen,936,6.007864,297100,49451.8517729429
207,386,Area postrema,AP,937,0.023496,953,40560.0953353762
607,386,Cochlear nuclei,CN,938,1.054184,36619,34736.820137661
112,607,Granular lamina of the cochlear nuclei,CNlam,939,0,0,NaN
560,607,Cochlear nucleus subpedunclular granular region,CNspg,940,0,0,NaN
96,607,Dorsal cochlear nucleus,DCO,941,0.475544,11152,23451.037128005
101,607,Ventral cochlear nucleus,VCO,942,0.57864,25467,44011.820821236
720,386,Dorsal column nuclei,DCN,943,0.258144,14336,55534.8952522623
711,720,Cuneate nucleus,CU,944,0.228512,12659,55397.5283573729
1039,720,Gracile nucleus,GR,945,0.029632,1677,56594.222462203
903,386,External cuneate nucleus,ECU,946,0.12012,5827,48509.8235098235
642,386,Nucleus of the trapezoid body,NTB,947,0.029872,1801,60290.5731119443
651,386,Nucleus of the solitary tract,NTS,948,1.073416,54023,50328.111375273
659,651,Nucleus of the solitary tract central part,NTSce,949,0,0,NaN
666,651,Nucleus of the solitary tract commissural part,NTSco,950,0,0,NaN
674,651,Nucleus of the solitary tract gelatinous part,NTSge,951,0,0,NaN
682,651,Nucleus of the solitary tract lateral part,NTSl,952,0,0,NaN
691,651,Nucleus of the solitary tract medial part,NTSm,953,0,0,NaN
429,386,Spinal nucleus of the trigeminal caudal part,SPVC,954,1.478384,77176,52202.9459193281
437,386,Spinal nucleus of the trigeminal interpolar part,SPVI,955,1.21528,63153,51965.8021196761
445,386,Spinal nucleus of the trigeminal oral part,SPVO,956,0.708568,40879,57692.416253627
77,445,Spinal nucleus of the trigeminal oral part caudal dorsomedial part,SPVOcdm,957,0,0,NaN
53,445,Spinal nucleus of the trigeminal oral part middle dorsomedial part dorsal zone,SPVOmdmd,958,0,0,NaN
61,445,Spinal nucleus of the trigeminal oral part middle dorsomedial part ventral zone,SPVOmdmv,959,0,0,NaN
45,445,Spinal nucleus of the trigeminal oral part rostral dorsomedial part,SPVOrdm,960,0,0,NaN
69,445,Spinal nucleus of the trigeminal oral part ventrolateral part,SPVOvl,961,0,0,NaN
20019,386,Paratrigeminal nucleus,Pa5,962,0.0464,2333,50280.1724137931
789,386,Nucleus z,z,963,0,0,NaN
370,354,Medulla motor related,MY-mot,964,10.03184,485750,48420.8280833825
653,370,Abducens nucleus,VI,965,0.047016,2239,47622.0860983495
568,370,Accessory abducens nucleus,ACVI,966,0,0,NaN
661,370,Facial motor nucleus,VII,967,0.320552,15577,48594.2998327884
576,370,Accessory facial motor nucleus,ACVII,968,0.000528,31,58712.1212121212
640,370,Efferent vestibular nucleus,EV,969,0,0,NaN
135,370,Nucleus ambiguus,AMB,970,0.005464,267,48865.3001464129
939,135,Nucleus ambiguus dorsal division,AMBd,971,0.004248,231,54378.5310734463
143,135,Nucleus ambiguus ventral division,AMBv,972,0.001216,36,29605.2631578947
839,370,Dorsal motor nucleus of the vagus nerve,DMX,973,0.175552,9364,53340.3208166241
887,370,Efferent cochlear group,ECO,974,0,0,NaN
1048,370,Gigantocellular reticular nucleus,GRN,975,0.708472,29560,41723.5966982464
372,370,Infracerebellar nucleus,ICB,976,0.04684,272,5807.00256191289
83,370,Inferior olivary complex,IO,977,0.08532,2536,29723.3942803563
136,370,Intermediate reticular nucleus,IRN,978,1.56156,77702,49759.2151438305
106,370,Inferior salivatory nucleus,ISN,979,0.003968,224,56451.6129032258
203,370,Linear nucleus of the medulla,LIN,980,0.032024,1265,39501.6237821634
235,370,Lateral reticular nucleus,LRN,981,0.12236,1592,13010.7878391631
955,235,Lateral reticular nucleus magnocellular part,LRNm,982,0.100792,1459,14475.3551869196
963,235,Lateral reticular nucleus parvicellular part,LRNp,983,0.021568,133,6166.54302670623
307,370,Magnocellular reticular nucleus,MARN,984,0.101288,3774,37260.0900402812
395,370,Medullary reticular nucleus,MDRN,985,1.312528,70873,53997.3242475589
1098,395,Medullary reticular nucleus dorsal part,MDRNd,986,0.670456,37866,56477.9791664181
1107,395,Medullary reticular nucleus ventral part,MDRNv,987,0.642072,33007,51407.0073138215
852,370,Parvicellular reticular nucleus,PARN,988,1.562824,76656,49049.6690606236
859,370,Parasolitary nucleus,PAS,989,0.02544,1439,56564.465408805
938,370,Paragigantocellular reticular nucleus,PGRN,990,0.271224,11929,43982.0959797068
970,938,Paragigantocellular reticular nucleus dorsal part,PGRNd,991,0.162168,8043,49596.7145182773
978,938,Paragigantocellular reticular nucleus lateral part,PGRNl,992,0.109056,3886,35633.0692488263
154,370,Perihypoglossal nuclei,PHY,993,0.276536,14711,53197.4137182862
161,154,Nucleus intercalatus,NIS,994,0,0,NaN
177,154,Nucleus of Roller,NR,995,0.018376,1222,66499.7823247714
169,154,Nucleus prepositus,PRP,996,0.25816,13489,52250.5422993492
995,370,Paramedian reticular nucleus,PMR,997,0,0,NaN
1069,370,Parapyramidal nucleus,PPY,998,0.018672,650,34811.4824335904
185,1069,Parapyramidal nucleus deep part,PPYd,999,0,0,NaN
193,1069,Parapyramidal nucleus superficial part,PPYs,1000,0,0,NaN
701,370,Vestibular nuclei,VNC,1001,3.125752,151280,48397.9535164658
209,701,Lateral vestibular nucleus,LAV,1002,0.13272,7220,54400.2411091019
202,701,Medial vestibular nucleus,MV,1003,2.156416,105413,48883.4250905206
225,701,Spinal vestibular nucleus,SPIV,1004,0.578504,28071,48523.4328543969
217,701,Superior vestibular nucleus,SUV,1005,0.258112,10576,40974.4606992313
765,370,Nucleus x,x,1006,0.035856,1755,48945.7831325301
773,370,Hypoglossal nucleus,XII,1007,0.169904,11106,65366.324512666
781,370,Nucleus y,y,1008,0.02216,948,42779.7833935018
76,370,Interstitial nucleus of the vestibular nerve,INV,1009,0,0,NaN
379,354,Medulla behavioral state related,MY-sat,1010,0.142248,3267,22966.9309937574
206,379,Nucleus raphe magnus,RM,1011,0.07252,2109,29081.6326530612
230,379,Nucleus raphe pallidus,RPA,1012,0.056296,527,9361.23348017621
222,379,Nucleus raphe obscurus,RO,1013,0.013432,631,46977.3674806432
512,8,Cerebellum,CB,1014,44.103792,649309,14722.2941737073
528,512,Cerebellar cortex,CBX,1015,41.534584,549321,13225.6290324227
1144,528,Cerebellar cortex molecular layer,CBXmo,1016,0,0,NaN
1145,528,Cerebellar cortex Purkinje layer,CBXpu,1017,0,0,NaN
1143,528,Cerebellar cortex granular layer,CBXgr,1018,0,0,NaN
645,528,Vermal regions,VERM,1019,17.227104,317209,18413.3676792106
912,645,Lingula (I),LING,1020,0.108104,154,1424.55413305706
10707,912,Lingula (I) molecular layer,LINGmo,1021,0,0,NaN
10706,912,Lingula (I) Purkinje layer,LINGpu,1022,0,0,NaN
10705,912,Lingula (I) granular layer,LINGgr,1023,0,0,NaN
920,645,Central lobule,CENT,1024,3.610424,97268,26940.8800739193
976,920,Lobule II,CENT2,1025,1.50572,33571,22295.6459368276
10710,976,Lobule II molecular layer,CENT2mo,1026,0,0,NaN
10709,976,Lobule II Purkinje layer,CENT2pu,1027,0,0,NaN
10708,976,Lobule II granular layer,CENT2gr,1028,0,0,NaN
984,920,Lobule III,CENT3,1029,2.104704,63697,30264.1131484522
10713,984,Lobule III molecular layer,CENT3mo,1030,0,0,NaN
10712,984,Lobule III Purkinje layer,CENT3pu,1031,0,0,NaN
10711,984,Lobule III granular layer,CENT3gr,1032,0,0,NaN
928,645,Culmen,CUL,1033,5.412888,106188,19617.6237158426
992,928,Lobule IV,CUL4,1034,0,0,NaN
10716,992,Lobule IV molecular layer,CUL4mo,1035,0,0,NaN
10715,992,Lobule IV Purkinje layer,CUL4pu,1036,0,0,NaN
10714,992,Lobule IV granular layer,CUL4gr,1037,0,0,NaN
1001,928,Lobule V,CUL5,1038,0,0,NaN
10719,1001,Lobule V molecular layer,CUL5mo,1039,0,0,NaN
10718,1001,Lobule V Purkinje layer,CUL5pu,1040,0,0,NaN
10717,1001,Lobule V granular layer,CUL5gr,1041,0,0,NaN
1091,928,Lobules IV-V,CUL4 5,1042,5.412888,106188,19617.6237158426
10722,1091,Lobules IV-V molecular layer,CUL4 5mo,1043,0,0,NaN
10721,1091,Lobules IV-V Purkinje layer,CUL4 5pu,1044,0,0,NaN
10720,1091,Lobules IV-V granular layer,CUL4 5gr,1045,0,0,NaN
936,645,Declive (VI),DEC,1046,3.9044,45338,11612.0274562033
10725,936,Declive (VI) molecular layer,DECmo,1047,0,0,NaN
10724,936,Declive (VI) Purkinje layer,DECpu,1048,0,0,NaN
10723,936,Declive (VI) granular layer,DECgr,1049,0,0,NaN
944,645,Folium-tuber vermis (VII),FOTU,1050,0.908968,7059,7765.94995643411
10728,944,Folium-tuber vermis (VII) molecular layer,FOTUmo,1051,0,0,NaN
10727,944,Folium-tuber vermis (VII) Purkinje layer,FOTUpu,1052,0,0,NaN
10726,944,Folium-tuber vermis (VII) granular layer,FOTUgr,1053,0,0,NaN
951,645,Pyramus (VIII),PYR,1054,1.169032,18781,16065.4284912646
10731,951,Pyramus (VIII) molecular layer,PYRmo,1055,0,0,NaN
10730,951,Pyramus (VIII) Purkinje layer,PYRpu,1056,0,0,NaN
10729,951,Pyramus (VIII) granular layer,PYRgr,1057,0,0,NaN
957,645,Uvula (IX),UVU,1058,1.224432,29641,24207.9592823448
10734,957,Uvula (IX) molecular layer,UVUmo,1059,0,0,NaN
10733,957,Uvula (IX) Purkinje layer,UVUpu,1060,0,0,NaN
10732,957,Uvula (IX) granular layer,UVUgr,1061,0,0,NaN
968,645,Nodulus (X),NOD,1062,0.888856,12780,14378.0319871835
10737,968,Nodulus (X) molecular layer,NODmo,1063,0,0,NaN
10736,968,Nodulus (X) Purkinje layer,NODpu,1064,0,0,NaN
10735,968,Nodulus (X) granular layer,NODgr,1065,0,0,NaN
1073,528,Hemispheric regions,HEM,1066,24.30748,232112,9548.99479501783
1007,1073,Simple lobule,SIM,1067,4.604928,51004,11075.9603624639
10674,1007,Simple lobule molecular layer,SIMmo,1068,0,0,NaN
10673,1007,Simple lobule Purkinje layer,SIMpu,1069,0,0,NaN
10672,1007,Simple lobule granular layer,SIMgr,1070,0,0,NaN
1017,1073,Ansiform lobule,AN,1071,7.263256,92630,12753.233536034
1056,1017,Crus 1,ANcr1,1072,3.229128,42887,13281.2945166621
10677,1056,Crus 1 molecular layer,ANcr1mo,1073,0,0,NaN
10676,1056,Crus 1 Purkinje layer,ANcr1pu,1074,0,0,NaN
10675,1056,Crus 1 granular layer,ANcr1gr,1075,0,0,NaN
1064,1017,Crus 2,ANcr2,1076,4.034128,49743,12330.5457833762
10680,1064,Crus 2 molecular layer,ANcr2mo,1077,0,0,NaN
10679,1064,Crus 2 Purkinje layer,ANcr2pu,1078,0,0,NaN
10678,1064,Crus 2 granular layer,ANcr2gr,1079,0,0,NaN
1025,1073,Paramedian lobule,PRM,1080,3.954096,43312,10953.7047153129
10683,1025,Paramedian lobule molecular layer,PRMmo,1081,0,0,NaN
10682,1025,Paramedian lobule Purkinje layer,PRMpu,1082,0,0,NaN
10681,1025,Paramedian lobule granular layer,PRMgr,1083,0,0,NaN
1033,1073,Copula pyramidis,COPY,1084,1.97052,12663,6426.22251994397
10686,1033,Copula pyramidis molecular layer,COPYmo,1085,0,0,NaN
10685,1033,Copula pyramidis Purkinje layer,COPYpu,1086,0,0,NaN
10684,1033,Copula pyramidis granular layer,COPYgr,1087,0,0,NaN
1041,1073,Paraflocculus,PFL,1088,4.29608,21143,4921.46328746206
10689,1041,Paraflocculus molecular layer,PFLmo,1089,0,0,NaN
10688,1041,Paraflocculus Purkinje layer,PFLpu,1090,0,0,NaN
10687,1041,Paraflocculus granular layer,PFLgr,1091,0,0,NaN
1049,1073,Flocculus,FL,1092,2.2186,11360,5120.34616424772
10692,1049,Flocculus molecular layer,FLmo,1093,0,0,NaN
10691,1049,Flocculus Purkinje layer,FLpu,1094,0,0,NaN
10690,1049,Flocculus granular layer,FLgr,1095,0,0,NaN
519,512,Cerebellar nuclei,CBN,1096,1.980776,85068,42946.8046866481
989,519,Fastigial nucleus,FN,1097,0.395912,9153,23118.7738689406
91,519,Interposed nucleus,IP,1098,1.1302,56883,50330.0300831711
846,519,Dentate nucleus,DN,1099,0.39324,17685,44972.5358559658
20018,519,Vestibulocerebellar nucleus,VeCB,1100,0.061424,1347,21929.5389424329
1009,997,fiber tracts,fiber tracts,1101,31.487144,1178917,37441.2172790266
967,1009,cranial nerves,cm,1102,7.492144,150510,20089.0426024914
885,967,terminal nerve,tn,1103,0,0,NaN
949,967,vomeronasal nerve,von,1104,0.008232,25,3036.92905733722
840,967,olfactory nerve,In,1105,4.13872,41420,10007.9251556037
1016,840,olfactory nerve layer of main olfactory bulb,onl,1106,2.686632,1348,501.743446813706
21,840,lateral olfactory tract general,lotg,1107,1.08392,27197,25091.3351538859
665,21,lateral olfactory tract body,lot,1108,1.015832,25602,25202.9863205727
538,21,dorsal limb,lotd,1109,0.068088,1595,23425.5669134062
459,21,accessory olfactory tract,aolt,1110,0,0,NaN
900,840,anterior commissure olfactory limb,aco,1111,0.368168,12875,34970.4482736142
848,967,optic nerve,IIn,1112,0.93792,23846,25424.3432275674
876,848,accessory optic tract,aot,1113,0,0,NaN
916,848,brachium of the superior colliculus,bsc,1114,0.1426,3927,27538.5694249649
336,848,superior colliculus commissure,csc,1115,0.033,1165,35303.0303030303
117,848,optic chiasm,och,1116,0.249368,1525,6115.45988258317
125,848,optic tract,opt,1117,0.471984,17226,36496.9998983016
357,848,tectothalamic pathway,ttp,1118,0,0,NaN
832,967,oculomotor nerve,IIIn,1119,0.082208,2654,32283.9626313741
62,832,medial longitudinal fascicle,mlf,1120,0.040624,1727,42511.8156754628
158,832,posterior commissure,pc,1121,0.040008,858,21445.7108578284
911,967,trochlear nerve,IVn,1122,0.002992,36,12032.0855614973
384,911,trochlear nerve decussation,IVd,1123,0,0,NaN
710,967,abducens nerve,VIn,1124,0,0,NaN
901,967,trigeminal nerve,Vn,1125,0.978256,12028,12295.3500924093
93,901,motor root of the trigeminal nerve,moV,1126,0.015024,562,37406.8157614483
229,901,sensory root of the trigeminal nerve,sV,1127,0.963232,11466,11903.674296535
705,229,midbrain tract of the trigeminal nerve,mtV,1128,0,0,NaN
794,229,spinal tract of the trigeminal nerve,sptV,1129,0.74488,10957,14709.7519063473
798,967,facial nerve,VIIn,1130,0.049072,2694,54898.9240299967
1131,798,intermediate nerve,iVIIn,1131,0,0,NaN
1116,798,genu of the facial nerve,gVIIn,1132,0.021576,1177,54551.3533555803
933,967,vestibulocochlear nerve,VIIIn,1133,0.9196,46261,50305.5676381035
1076,933,efferent cochleovestibular bundle,cvb,1134,0,0,NaN
413,933,vestibular nerve,vVIIIn,1135,0.072176,3441,47675.1274661937
948,933,cochlear nerve,cVIIIn,1136,0.847424,42820,50529.605014727
841,948,trapezoid body,tb,1137,0.087672,534,6090.88420476321
641,948,intermediate acoustic stria,ias,1138,0,0,NaN
506,948,dorsal acoustic stria,das,1139,0.00124,3,2419.35483870968
658,948,lateral lemniscus,ll,1140,0.558792,31755,56827.9431344758
633,948,inferior colliculus commissure,cic,1141,0.017128,332,19383.4656702475
482,948,brachium of the inferior colliculus,bic,1142,0.182592,10196,55840.3434980722
808,967,glossopharyngeal nerve,IXn,1143,0,0,NaN
917,967,vagus nerve,Xn,1144,0.000136,7,51470.5882352941
237,917,solitary tract,ts,1145,0.000136,7,51470.5882352941
717,967,accessory spinal nerve,XIn,1146,0,0,NaN
813,967,hypoglossal nerve,XIIn,1147,0,0,NaN
925,967,ventral roots,vrt,1148,0,0,NaN
792,967,dorsal roots,drt,1149,0.375008,21539,57436.1080296954
932,792,cervicothalamic tract,cett,1150,0.375008,21539,57436.1080296954
570,932,dorsolateral fascicle,dl,1151,0,0,NaN
522,932,dorsal commissure of the spinal cord,dcm,1152,0,0,NaN
858,932,ventral commissure of the spinal cord,vc,1153,0,0,NaN
586,932,fasciculus proprius,fpr,1154,0,0,NaN
514,932,dorsal column,dc,1155,0.00448,187,41741.0714285714
380,514,cuneate fascicle,cuf,1156,0.00448,187,41741.0714285714
388,514,gracile fascicle,grf,1157,0,0,NaN
396,514,internal arcuate fibers,iaf,1158,0,0,NaN
697,932,medial lemniscus,ml,1159,0.370528,21352,57625.8744278435
871,967,spinothalamic tract,sst,1160,0,0,NaN
29,871,lateral spinothalamic tract,sttl,1161,0,0,NaN
389,871,ventral spinothalamic tract,sttv,1162,0,0,NaN
245,871,spinocervical tract,scrt,1163,0,0,NaN
261,871,spino-olivary pathway,sop,1164,0,0,NaN
270,871,spinoreticular pathway,srp,1165,0,0,NaN
293,871,spinovestibular pathway,svp,1166,0,0,NaN
277,871,spinotectal pathway,stp,1167,0,0,NaN
253,871,spinohypothalamic pathway,shp,1168,0,0,NaN
285,871,spinotelenchephalic pathway,step,1169,0,0,NaN
627,285,hypothalamohypophysial tract,hht,1170,0,0,NaN
960,1009,cerebellum related fiber tracts,cbf,1171,7.145464,227912,31896.0392215257
744,960,cerebellar commissure,cbc,1172,0.029504,127,4304.5010845987
752,960,cerebellar peduncles,cbp,1173,1.939328,70156,36175.4174641938
326,752,superior cerebelar peduncles,scp,1174,0.852536,37344,43803.4288288119
812,326,superior cerebellar peduncle decussation,dscp,1175,0.01168,386,33047.9452054795
85,812,spinocerebellar tract,sct,1176,0,0,NaN
850,326,uncinate fascicle,uf,1177,0.101048,4869,48185.0209801283
866,326,ventral spinocerebellar tract,sctv,1178,0.241808,3651,15098.7560378482
78,752,middle cerebellar peduncle,mcp,1179,0.630848,24384,38652.7340975956
1123,752,inferior cerebellar peduncle,icp,1180,0.455944,8428,18484.7261944449
553,1123,dorsal spinocerebellar tract,sctd,1181,0.136904,44,321.393092970257
499,1123,cuneocerebellar tract,cct,1182,0,0,NaN
650,1123,juxtarestiform body,jrb,1183,0,0,NaN
490,1123,bulbocerebellar tract,bct,1184,0,0,NaN
404,490,olivocerebellar tract,oct,1185,0,0,NaN
410,490,reticulocerebellar tract,rct,1186,0,0,NaN
373,752,trigeminocerebellar tract,tct,1187,0,0,NaN
728,960,arbor vitae,arb,1188,5.176632,157629,30450.1073284715
20048,1009,supra-callosal cerebral white matter,scwm,1189,0.841936,52194,61992.8355599475
983,1009,lateral forebrain bundle system,lfbs,1190,10.05,499606,49712.039800995
776,983,corpus callosum,cc,1191,4.936992,226947,45968.6789040776
956,776,corpus callosum anterior forceps,fa,1192,1.502504,60727,40417.1968926539
