ROI_id,ROI_parent,ROI_name,ROI_accronym,Structure_order,ROI_Volume_mm_3,cell_counted,cell_density
431,423,Field CA2 stratum lacunosum-moleculare,CA2slm,463,0,0,NaN
438,423,Field CA2 stratum oriens,CA2so,464,0,0,NaN
446,423,Field CA2 pyramidal layer,CA2sp,465,0,0,NaN
454,423,Field CA2 stratum radiatum,CA2sr,466,0,0,NaN
463,375,Field CA3,CA3,467,5.321928,76129,14304.7782683268
471,463,Field CA3 stratum lacunosum-moleculare,CA3slm,468,0,0,NaN
479,463,Field CA3 stratum lucidum,CA3slu,469,0,0,NaN
486,463,Field CA3 stratum oriens,CA3so,470,0,0,NaN
495,463,Field CA3 pyramidal layer,CA3sp,471,0,0,NaN
504,463,Field CA3 stratum radiatum,CA3sr,472,0,0,NaN
726,1080,Dentate gyrus,DG,473,3.720928,26030,6995.56669734002
10703,726,Dentate gyrus molecular layer,DG-mo,474,2.723408,21158,7768.94244270414
10704,726,Dentate gyrus polymorph layer,DG-po,475,0.277296,1197,4316.68686169292
632,726,Dentate gyrus granule cell layer,DG-sg,476,0.720224,3675,5102.57919758297
10702,726,Dentate gyrus subgranular zone,DG-sgz,477,0,0,NaN
734,726,Dentate gyrus crest,DGcr,478,0,0,NaN
742,734,Dentate gyrus crest molecular layer,DGcr-mo,479,0,0,NaN
751,734,Dentate gyrus crest polymorph layer,DGcr-po,480,0,0,NaN
758,734,Dentate gyrus crest granule cell layer,DGcr-sg,481,0,0,NaN
766,726,Dentate gyrus lateral blade,DGlb,482,0,0,NaN
775,766,Dentate gyrus lateral blade molecular layer,DGlb-mo,483,0,0,NaN
782,766,Dentate gyrus lateral blade polymorph layer,DGlb-po,484,0,0,NaN
790,766,Dentate gyrus lateral blade granule cell layer,DGlb-sg,485,0,0,NaN
799,726,Dentate gyrus medial blade,DGmb,486,0,0,NaN
807,799,Dentate gyrus medial blade molecular layer,DGmb-mo,487,0,0,NaN
815,799,Dentate gyrus medial blade polymorph layer,DGmb-po,488,0,0,NaN
823,799,Dentate gyrus medial blade granule cell layer,DGmb-sg,489,0,0,NaN
982,1080,Fasciola cinerea,FC,490,0.052568,386,7342.87018718612
19,1080,Induseum griseum,IG,491,0.08236,2370,28776.1049052938
822,1089,Retrohippocampal region,RHP,492,22.060384,250260,11344.3174878552
909,822,Entorhinal area,ENT,493,13.64088,115829,8491.31434335615
918,909,Entorhinal area lateral part,ENTl,494,5.42316,36884,6801.20077593138
1121,918,Entorhinal area lateral part layer 1,ENTl1,495,1.322304,643,486.272445670587
20,918,Entorhinal area lateral part layer 2,ENTl2,496,0.905648,1745,1926.79716622794
999,918,Entorhinal area lateral part layer 2/3,ENTl2/3,497,0,0,NaN
715,918,Entorhinal area lateral part layer 2a,ENTl2a,498,0,0,NaN
764,918,Entorhinal area lateral part layer 2b,ENTl2b,499,0,0,NaN
52,918,Entorhinal area lateral part layer 3,ENTl3,500,0.598024,1865,3118.603935628
92,918,Entorhinal area lateral part layer 4,ENTl4,501,0,0,NaN
312,918,Entorhinal area lateral part layer 4/5,ENTl4/5,502,0,0,NaN
139,918,Entorhinal area lateral part layer 5,ENTl5,503,1.095296,5065,4624.3207315648
387,918,Entorhinal area lateral part layer 5/6,ENTl5/6,504,0,0,NaN
28,918,Entorhinal area lateral part layer 6a,ENTl6a,505,1.501888,27566,18354.2314739847
60,918,Entorhinal area lateral part layer 6b,ENTl6b,506,0,0,NaN
926,909,Entorhinal area medial part dorsal zone,ENTm,507,8.21772,78945,9606.6792248945
526,926,Entorhinal area medial part dorsal zone layer 1,ENTm1,508,2.68328,9495,3538.57964878805
543,926,Entorhinal area medial part dorsal zone layer 2,ENTm2,509,2.043936,12997,6358.80966918729
468,926,Entorhinal area medial part dorsal zone layer 2a,ENTm2a,510,0,0,NaN
508,926,Entorhinal area medial part dorsal zone layer 2b,ENTm2b,511,0,0,NaN
664,926,Entorhinal area medial part dorsal zone layer 3,ENTm3,512,1.30176,12663,9727.59955752212
712,926,Entorhinal area medial part dorsal zone layer 4,ENTm4,513,0,0,NaN
727,926,Entorhinal area medial part dorsal zone layer 5,ENTm5,514,1.394832,22717,16286.549204492
550,926,Entorhinal area medial part dorsal zone layer 5/6,ENTm5/6,515,0,0,NaN
743,926,Entorhinal area medial part dorsal zone layer 6,ENTm6,516,0.793912,21073,26543.2440875059
934,909,Entorhinal area medial part ventral zone,ENTmv,517,0,0,NaN
259,934,Entorhinal area medial part ventral zone layer 1,ENTmv1,518,0,0,NaN
324,934,Entorhinal area medial part ventral zone layer 2,ENTmv2,519,0,0,NaN
371,934,Entorhinal area medial part ventral zone layer 3,ENTmv3,520,0,0,NaN
419,934,Entorhinal area medial part ventral zone layer 4,ENTmv4,521,0,0,NaN
1133,934,Entorhinal area medial part ventral zone layer 5/6,ENTmv5/6,522,0,0,NaN
843,822,Parasubiculum,PAR,523,1.379104,9406,6820.37032740098
10693,843,Parasubiculum layer 1,PAR1,524,0,0,NaN
10694,843,Parasubiculum layer 2,PAR2,525,0,0,NaN
10695,843,Parasubiculum layer 3,PAR3,526,0,0,NaN
1037,822,Postsubiculum,POST,527,1.26712,37920,29926.1317002336
10696,1037,Postsubiculum layer 1,POST1,528,0,0,NaN
10697,1037,Postsubiculum layer 2,POST2,529,0,0,NaN
10698,1037,Postsubiculum layer 3,POST3,530,0,0,NaN
1084,822,Presubiculum,PRE,531,1.152952,9847,8540.68512826206
10699,1084,Presubiculum layer 1,PRE1,532,0,0,NaN
10700,1084,Presubiculum layer 2,PRE2,533,0,0,NaN
10701,1084,Presubiculum layer 3,PRE3,534,0,0,NaN
502,822,Subiculum,SUB,535,2.516448,55216,21942.0389374229
509,502,Subiculum dorsal part,SUBd,536,0,0,NaN
829,509,Subiculum dorsal part molecular layer,SUBd-m,537,0,0,NaN
845,509,Subiculum dorsal part pyramidal layer,SUBd-sp,538,0,0,NaN
837,509,Subiculum dorsal part stratum radiatum,SUBd-sr,539,0,0,NaN
518,502,Subiculum ventral part,SUBv,540,0,0,NaN
853,518,Subiculum ventral part molecular layer,SUBv-m,541,0,0,NaN
870,518,Subiculum ventral part pyramidal layer,SUBv-sp,542,0,0,NaN
861,518,Subiculum ventral part stratum radiatum,SUBv-sr,543,0,0,NaN
20058,822,Prosubiculum,ProS,544,1.102384,12119,10993.4469295636
20057,20058,Prosubiculum dorsal part,ProSd,545,0,0,NaN
20056,20057,Prosubiculum dorsal part molecular layer,ProSd-m,546,0,0,NaN
20055,20057,Prosubiculum dorsal part pyramidal layer,ProSd-sp,547,0,0,NaN
20054,20057,Prosubiculum dorsal part stratum radiatum,ProSd-sr,548,0,0,NaN
20053,20058,Prosubiculum ventral part,ProSv,549,0,0,NaN
20052,20053,Prosubiculum ventral part molecular layer,ProSv-m,550,0,0,NaN
20051,20053,Prosubiculum ventral part pyramidal layer,ProSv-sp,551,0,0,NaN
20050,20053,Prosubiculum ventral part stratum radiatum,Prosv-sr,552,0,0,NaN
20020,822,Hippocampo-amygdalar transition area,HATA,553,0.61896,6426,10381.9309810004
20049,822,Area prostriata,APr,554,0.382536,3497,9141.62327205806
703,688,Cortical subplate,CTXsp,555,7.224272,87103,12056.9934243893
16,703,Layer 6b isocortex,6b,556,0,0,NaN
583,703,Claustrum,CLA,557,0.491312,9360,19051.0307096102
942,703,Endopiriform nucleus,EP,558,2.6092,45903,17592.7487352445
952,942,Endopiriform nucleus dorsal part,EPd,559,1.744624,33752,19346.2889424885
966,942,Endopiriform nucleus ventral part,EPv,560,0.864576,12151,14054.2878821526
131,703,Lateral amygdalar nucleus,LA,561,0.600752,5494,9145.20467680507
295,703,Basolateral amygdalar nucleus,BLA,562,1.338744,13983,10444.8647388896
303,295,Basolateral amygdalar nucleus anterior part,BLAa,563,0.601624,8956,14886.3742137947
311,295,Basolateral amygdalar nucleus posterior part,BLAp,564,0.53684,3693,6879.14462409657
451,295,Basolateral amygdalar nucleus ventral part,BLAv,565,0.20028,1334,6660.67505492311
319,703,Basomedial amygdalar nucleus,BMA,566,0.923008,6657,7212.28851754264
327,319,Basomedial amygdalar nucleus anterior part,BMAa,567,0.40744,4891,12004.2214804634
334,319,Basomedial amygdalar nucleus posterior part,BMAp,568,0.515568,1766,3425.34835366043
780,703,Posterior amygdalar nucleus,PA,569,1.029184,1842,1789.76742739879
623,567,Cerebral nuclei,CNU,570,38.748584,896060,23124.9740635684
477,623,Striatum,STR,571,31.829584,675805,21231.9771442819
485,477,Striatum dorsal region,STRd,572,16.997576,462909,27233.824399432
672,485,Caudoputamen,CP,573,16.997576,462909,27233.824399432
493,477,Striatum ventral region,STRv,574,6.370624,74748,11733.2305281241
56,493,Nucleus accumbens,ACB,575,2.748912,28919,10520.1621587013
998,493,Fundus of striatum,FS,576,0.338448,7913,23380.2533919539
754,493,Olfactory tubercle,OT,577,3.283264,37916,11548.2641663905
481,754,Islands of Calleja,isl,578,0,0,NaN
489,754,Major island of Calleja,islm,579,0,0,NaN
144,754,Olfactory tubercle layers 1-3,OT1-3,580,0,0,NaN
458,754,Olfactory tubercle molecular layer,OT1,581,0,0,NaN
465,754,Olfactory tubercle pyramidal layer,OT2,582,0,0,NaN
473,754,Olfactory tubercle polymorph layer,OT3,583,0,0,NaN
20036,493,Lateral strip of striatum,LSS,584,0,0,NaN
275,477,Lateral septal complex,LSX,585,2.885048,45626,15814.6415588233
242,275,Lateral septal nucleus,LS,586,2.486904,32550,13088.5631290955
250,242,Lateral septal nucleus caudal (caudodorsal) part,LSc,587,0.334504,1771,5294.40604596657
258,242,Lateral septal nucleus rostral (rostroventral) part,LSr,588,1.627344,24639,15140.6217738843
266,242,Lateral septal nucleus ventral part,LSv,589,0.525056,6140,11693.9907362262
310,275,Septofimbrial nucleus,SF,590,0.329896,11924,36144.7243979921
333,275,Septohippocampal nucleus,SH,591,0.068248,1152,16879.6155198687
278,477,Striatum-like amygdalar nuclei,sAMY,592,3.640776,54371,14933.9042006429
23,278,Anterior amygdalar area,AAA,593,0.51312,17211,33541.8615528531
292,278,Bed nucleus of the accessory olfactory tract,BA,594,0.036592,58,1585.04591167468
536,278,Central amygdalar nucleus,CEA,595,0.775432,12381,15966.5837881336
544,536,Central amygdalar nucleus capsular part,CEAc,596,0.17428,2458,14103.7411062658
551,536,Central amygdalar nucleus lateral part,CEAl,597,0.170736,1711,10021.3194639678
559,536,Central amygdalar nucleus medial part,CEAm,598,0.430416,8212,19079.216386008
1105,278,Intercalated amygdalar nucleus,IA,599,0.1214,1343,11062.6029654036
403,278,Medial amygdalar nucleus,MEA,600,2.194232,23378,10654.2972666518
411,403,Medial amygdalar nucleus anterodorsal part,MEAad,601,0,0,NaN
418,403,Medial amygdalar nucleus anteroventral part,MEAav,602,0,0,NaN
426,403,Medial amygdalar nucleus posterodorsal part,MEApd,603,0,0,NaN
472,426,Medial amygdalar nucleus posterodorsal part sublayer a,MEApd-a,604,0,0,NaN
480,426,Medial amygdalar nucleus posterodorsal part sublayer b,MEApd-b,605,0,0,NaN
487,426,Medial amygdalar nucleus posterodorsal part sublayer c,MEApd-c,606,0,0,NaN
435,403,Medial amygdalar nucleus posteroventral part,MEApv,607,0,0,NaN
803,623,Pallidum,PAL,608,6.919,220255,31833.3574215927
818,803,Pallidum dorsal region,PALd,609,1.676296,78459,46804.979550151
1022,818,Globus pallidus external segment,GPe,610,1.192616,53325,44712.6317272282
1031,818,Globus pallidus internal segment,GPi,611,0.48368,25134,51964.1085014886
835,803,Pallidum ventral region,PALv,612,2.004368,53680,26781.5091839423
342,835,Substantia innominata,SI,613,1.87408,50030,26695.7653888841
298,835,Magnocellular nucleus,MA,614,0.130288,3650,28014.8593884318
826,803,Pallidum medial region,PALm,615,1.066656,30488,28582.7858278583
904,826,Medial septal complex,MSC,616,0.790592,18408,23283.8176961062
564,904,Medial septal nucleus,MS,617,0.454696,14439,31755.2826503862
596,904,Diagonal band nucleus,NDB,618,0.335896,3969,11816.1573820468
581,826,Triangular nucleus of septum,TRS,619,0.276064,12080,43757.9691665701
809,803,Pallidum caudal region,PALc,620,1.151144,17008,14774.86743622
351,809,Bed nuclei of the stria terminalis,BST,621,1.147032,16979,14802.5512801735
359,351,Bed nuclei of the stria terminalis anterior division,BSTa,622,0,0,NaN
537,359,Bed nuclei of the stria terminalis anterior division anterolateral area,BSTal,623,0,0,NaN
498,359,Bed nuclei of the stria terminalis anterior division anteromedial area,BSTam,624,0,0,NaN
505,359,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus,BSTdm,625,0,0,NaN
513,359,Bed nuclei of the stria terminalis anterior division fusiform nucleus,BSTfu,626,0,0,NaN
546,359,Bed nuclei of the stria terminalis anterior division juxtacapsular nucleus,BSTju,627,0,0,NaN
521,359,Bed nuclei of the stria terminalis anterior division magnocellular nucleus,BSTmg,628,0,0,NaN
554,359,Bed nuclei of the stria terminalis anterior division oval nucleus,BSTov,629,0,0,NaN
562,359,Bed nuclei of the stria terminalis anterior division rhomboid nucleus,BSTrh,630,0,0,NaN
529,359,Bed nuclei of the stria terminalis anterior division ventral nucleus,BSTv,631,0,0,NaN
367,351,Bed nuclei of the stria terminalis posterior division,BSTp,632,0,0,NaN
569,367,Bed nuclei of the stria terminalis posterior division dorsal nucleus,BSTd,633,0,0,NaN
578,367,Bed nuclei of the stria terminalis posterior division principal nucleus,BSTpr,634,0,0,NaN
585,367,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,BSTif,635,0,0,NaN
594,367,Bed nuclei of the stria terminalis posterior division transverse nucleus,BSTtr,636,0,0,NaN
602,367,Bed nuclei of the stria terminalis posterior division strial extension,BSTse,637,0,0,NaN
287,809,Bed nucleus of the anterior commissure,BAC,638,0.004112,29,7052.52918287938
343,8,Brain stem,BS,639,94.107576,3843020,40836.4572051032
1129,343,Interbrain,IB,640,28.280432,869013,30728.4202730708
549,1129,Thalamus,TH,641,18.019416,648743,36002.4431424415
864,549,Thalamus sensory-motor cortex related,DORsm,642,5.4658,212514,38880.6762047642
637,864,Ventral group of the dorsal thalamus,VENT,643,3.596392,149743,41637.0073117725
629,637,Ventral anterior-lateral complex of the thalamus,VAL,644,0.585664,24115,41175.4862856518
685,637,Ventral medial nucleus of the thalamus,VM,645,1.073136,35837,33394.6489540934
709,637,Ventral posterior complex of the thalamus,VP,646,1.673696,75035,44831.916907252
718,709,Ventral posterolateral nucleus of the thalamus,VPL,647,0.52008,25000,48069.5277649592
725,709,Ventral posterolateral nucleus of the thalamus parvicellular part,VPLpc,648,0.052432,2024,38602.3802258163
733,709,Ventral posteromedial nucleus of the thalamus,VPM,649,0.796904,37548,47117.3441217512
741,709,Ventral posteromedial nucleus of the thalamus parvicellular part,VPMpc,650,0.30428,10463,34386.0917575917
20024,637,Posterior triangular thalamic nucleus,PoT,651,0.263896,14756,55915.96689605
406,864,Subparafascicular nucleus,SPF,652,0.266784,9656,36194.0746071728
414,406,Subparafascicular nucleus magnocellular part,SPFm,653,0.158096,3736,23631.2114158486
422,406,Subparafascicular nucleus parvicellular part,SPFp,654,0.108688,5920,54467.8345355513
609,864,Subparafascicular area,SPA,655,0.362456,4195,11573.818615225
1044,864,Peripeduncular nucleus,PP,656,0.086112,4180,48541.4344109996
1008,864,Geniculate group dorsal thalamus,GENd,657,1.154056,44740,38767.6161295466
475,1008,Medial geniculate complex,MG,658,0.648336,27720,42755.6082031539
1072,475,Medial geniculate complex dorsal part,MGd,659,0.166312,5796,34850.1611429121
1079,475,Medial geniculate complex ventral part,MGv,660,0.25668,9763,38035.6864578463
1088,475,Medial geniculate complex medial part,MGm,661,0.225344,12161,53966.3802896904
170,1008,Dorsal part of the lateral geniculate complex,LGd,662,0.50572,17020,33654.9869493
20043,170,Dorsal part of the lateral geniculate complex shell,LGd-sh,663,0.17452,6018,34483.1537932615
20042,170,Dorsal part of the lateral geniculate complex core,LGd-co,664,0.275608,9436,34237.0323067545
20041,170,Dorsal part of the lateral geniculate complex ipsilateral zone,LGd-ip,665,0.055592,1566,28169.5207943589
856,549,Thalamus polymodal association cortex related,DORpm,666,11.832656,412967,34900.6174099881
138,856,Lateral group of the dorsal thalamus,LAT,667,2.187024,94071,43013.245396484
218,138,Lateral posterior nucleus of the thalamus,LP,668,0.883856,35795,40498.6785177676
1020,138,Posterior complex of the thalamus,PO,669,0.613208,23638,38548.0946106378
1029,138,Posterior limiting nucleus of the thalamus,POL,670,0.279504,16275,58228.1470032629
325,138,Suprageniculate nucleus,SGN,671,0.172432,7768,45049.6427577248
20028,138,Ethmoid nucleus of the thalamus,Eth,672,0.238024,10595,44512.3180855712
20027,138,Retroethmoid nucleus,REth,673,0,0,NaN
239,856,Anterior group of the dorsal thalamus,ATN,674,2.15544,81914,38003.3775006495
255,239,Anteroventral nucleus of thalamus,AV,675,0.496192,21679,43690.7487424223
127,239,Anteromedial nucleus,AM,676,0.464224,14257,30711.4668780589
1096,127,Anteromedial nucleus dorsal part,AMd,677,0.308528,8887,28804.5169320127
1104,127,Anteromedial nucleus ventral part,AMv,678,0.155696,5370,34490.2887678553
64,239,Anterodorsal nucleus,AD,679,0.169064,6232,36861.7801542611
1120,239,Interanteromedial nucleus of the thalamus,IAM,680,0.026632,315,11827.8762391108
1113,239,Interanterodorsal nucleus of the thalamus,IAD,681,0.109048,3541,32471.9389626586
155,239,Lateral dorsal nucleus of thalamus,LD,682,0.89028,35890,40313.1599047491
444,856,Medial group of the dorsal thalamus,MED,683,1.748328,45846,26222.7682677392
59,444,Intermediodorsal nucleus of the thalamus,IMD,684,0.245944,3653,14852.9746608984
362,444,Mediodorsal nucleus of thalamus,MD,685,1.000464,30666,30651.7775752051
617,362,Mediodorsal nucleus of the thalamus central part,MDc,686,0,0,NaN
626,362,Mediodorsal nucleus of the thalamus lateral part,MDl,687,0,0,NaN
636,362,Mediodorsal nucleus of the thalamus medial part,MDm,688,0,0,NaN
366,444,Submedial nucleus of the thalamus,SMT,689,0.252944,8258,32647.54253906
1077,444,Perireunensis nucleus,PR,690,0.248976,3269,13129.779577148
571,856,Midline group of the dorsal thalamus,MTN,691,1.638512,17998,10984.3565381273
149,571,Paraventricular nucleus of the thalamus,PVT,692,0.720832,6220,8628.91769510788
15,571,Parataenial nucleus,PT,693,0.319216,7784,24384.7426194176
181,571,Nucleus of reuniens,RE,694,0.517584,3920,7573.6498809855
20026,571,Xiphoid thalamic nucleus,Xi,695,0.08088,74,914.935707220574
51,856,Intralaminar nuclei of the dorsal thalamus,ILM,696,1.627888,58334,35834.1605810719
189,51,Rhomboid nucleus,RH,697,0.072504,758,10454.5956085182
599,51,Central medial nucleus of the thalamus,CM,698,0.1884,3952,20976.6454352442
907,51,Paracentral nucleus,PCN,699,0.136416,4913,36014.8369692705
575,51,Central lateral nucleus of the thalamus,CL,700,0.340584,11696,34341.014257863
930,51,Parafascicular nucleus,PF,701,0.685944,27115,39529.465962236
20025,51,Posterior intralaminar thalamic nucleus,PIL,702,0.20404,9900,48519.8980592041
262,856,Reticular nucleus of the thalamus,RT,703,1.31184,68519,52231.2172216124
1014,856,Geniculate group ventral thalamus,GENv,704,0.433336,23896,55144.2760352244
27,1014,Intergeniculate leaflet of the lateral geniculate complex,IGL,705,0.055376,3230,58328.5177694308
20023,1014,Intermediate geniculate nucleus,IntG,706,0.01308,731,55886.8501529052
178,1014,Ventral part of the lateral geniculate complex,LGv,707,0.341008,18729,54922.4651621076
300,178,Ventral part of the lateral geniculate complex lateral zone,LGvl,708,0,0,NaN
316,178,Ventral part of the lateral geniculate complex medial zone,LGvm,709,0,0,NaN
321,1014,Subgeniculate nucleus,SubG,710,0.023872,1206,50519.436997319
958,856,Epithalamus,EPI,711,0.730288,22389,30657.7678943102
483,958,Medial habenula,MH,712,0.35376,8559,24194.369063772
186,958,Lateral habenula,LH,713,0.376528,13830,36730.3361237411
953,958,Pineal body,PIN,714,0,0,NaN
1097,1129,Hypothalamus,HY,715,10.261016,220270,21466.6851703574
157,1097,Periventricular zone,PVZ,716,0.365592,1380,3774.69966520055
390,157,Supraoptic nucleus,SO,717,0.023032,525,22794.3730461966
332,157,Accessory supraoptic group,ASO,718,0.000736,11,14945.652173913
432,332,Nucleus circularis,NC,719,0,0,NaN
38,157,Paraventricular hypothalamic nucleus,PVH,720,0.143224,220,1536.05540970787
71,38,Paraventricular hypothalamic nucleus magnocellular division,PVHm,721,0,0,NaN
47,71,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part,PVHam,722,0,0,NaN
79,71,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part,PVHmm,723,0,0,NaN
103,71,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part,PVHpm,724,0,0,NaN
652,103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,PVHpml,725,0,0,NaN
660,103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,PVHpmm,726,0,0,NaN
94,38,Paraventricular hypothalamic nucleus parvicellular division,PVHp,727,0,0,NaN
55,94,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part,PVHap,728,0,0,NaN
87,94,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone,PVHmpd,729,0,0,NaN
110,94,Paraventricular hypothalamic nucleus parvicellular division periventricular part,PVHpv,730,0,0,NaN
30,157,Periventricular hypothalamic nucleus anterior part,PVa,731,0.01152,11,954.861111111111
118,157,Periventricular hypothalamic nucleus intermediate part,PVi,732,0.105032,131,1247.238936705
223,157,Arcuate hypothalamic nucleus,ARH,733,0.082048,482,5874.60998439938
141,1097,Periventricular region,PVR,734,1.210232,18783,15520.1647287462
72,141,Anterodorsal preoptic nucleus,ADP,735,0.147816,4215,28515.1810358824
80,141,Anterior hypothalamic area,AHA,736,0,0,NaN
263,141,Anteroventral preoptic nucleus,AVP,737,0.043568,1406,32271.3918472273
272,141,Anteroventral periventricular nucleus,AVPV,738,0.076704,697,9086.87943262411
830,141,Dorsomedial nucleus of the hypothalamus,DMH,739,0.225064,1914,8504.24768065972
668,830,Dorsomedial nucleus of the hypothalamus anterior part,DMHa,740,0,0,NaN
676,830,Dorsomedial nucleus of the hypothalamus posterior part,DMHp,741,0,0,NaN
684,830,Dorsomedial nucleus of the hypothalamus ventral part,DMHv,742,0,0,NaN
452,141,Median preoptic nucleus,MEPO,743,0.05252,665,12661.8431073877
523,141,Medial preoptic area,MPO,744,0.309256,7717,24953.4366350208
763,141,Vascular organ of the lamina terminalis,OV,745,0.004176,3,718.390804597701
914,141,Posterodorsal preoptic nucleus,PD,746,0.008152,85,10426.8891069676
1109,141,Parastrial nucleus,PS,747,0.045408,1395,30721.4587737844
1124,141,Suprachiasmatic preoptic nucleus,PSCH,748,0,0,NaN
126,141,Periventricular hypothalamic nucleus posterior part,PVp,749,0.078528,8,101.874490627547
133,141,Periventricular hypothalamic nucleus preoptic part,PVpo,750,0.078976,166,2101.90437601297
347,141,Subparaventricular zone,SBPV,751,0.052952,30,566.550838495241
286,141,Suprachiasmatic nucleus,SCH,752,0.043448,48,1104.76891916774
338,141,Subfornical organ,SFO,753,0.005616,114,20299.1452991453
20022,141,Ventromedial preoptic nucleus,VMPO,754,0.020784,193,9285.98922247883
689,141,Ventrolateral preoptic nucleus,VLPO,755,0.017264,127,7356.3484708063
467,1097,Hypothalamic medial zone,MEZ,756,2.715728,29032,10690.3195018058
88,467,Anterior hypothalamic nucleus,AHN,757,0.32348,3767,11645.2330901447
700,88,Anterior hypothalamic nucleus anterior part,AHNa,758,0,0,NaN
708,88,Anterior hypothalamic nucleus central part,AHNc,759,0,0,NaN
716,88,Anterior hypothalamic nucleus dorsal part,AHNd,760,0,0,NaN
724,88,Anterior hypothalamic nucleus posterior part,AHNp,761,0,0,NaN
331,467,Mammillary body,MBO,762,0.749264,8329,11116.2420722202
210,331,Lateral mammillary nucleus,LM,763,0.077928,677,8687.50641617904
491,331,Medial mammillary nucleus,MM,764,0.351248,1822,5187.21814786134
732,491,Medial mammillary nucleus median part,Mmme,765,0.04948,28,565.885206143897
20015,491,Medial mammillary nucleus lateral part,Mml,766,0.126712,989,7805.10133215481
20014,491,Medial mammillary nucleus medial part,Mmm,767,0.097544,163,1671.04076109243
20013,491,Medial mammillary nucleus posterior part,Mmp,768,0.026992,0,0
20012,491,Medial mammillary nucleus dorsal part,Mmd,769,0.05052,642,12707.83847981
525,331,Supramammillary nucleus,SUM,770,0.217408,5291,24336.7309390639
1110,525,Supramammillary nucleus lateral part,SUMl,771,0,0,NaN
1118,525,Supramammillary nucleus medial part,SUMm,772,0,0,NaN
557,331,Tuberomammillary nucleus,TM,773,0.10268,539,5249.3182703545
1126,557,Tuberomammillary nucleus dorsal part,TMd,774,0.02188,0,0
1,557,Tuberomammillary nucleus ventral part,TMv,775,0.0808,539,6670.79207920792
515,467,Medial preoptic nucleus,MPN,776,0.243832,1809,7419.04261950851
740,515,Medial preoptic nucleus central part,MPNc,777,0,0,NaN
748,515,Medial preoptic nucleus lateral part,MPNl,778,0,0,NaN
756,515,Medial preoptic nucleus medial part,MPNm,779,0,0,NaN
980,467,Dorsal premammillary nucleus,PMd,780,0.089072,401,4501.97592958505
1004,467,Ventral premammillary nucleus,PMv,781,0.167456,809,4831.11981654882
63,467,Paraventricular hypothalamic nucleus descending division,PVHd,782,0.121168,1241,10241.9780800211
439,63,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part,PVHdp,783,0,0,NaN
447,63,Paraventricular hypothalamic nucleus descending division forniceal part,PVHf,784,0,0,NaN
455,63,Paraventricular hypothalamic nucleus descending division lateral parvicellular part,PVHlp,785,0,0,NaN
464,63,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone,PVHmpv,786,0,0,NaN
693,467,Ventromedial hypothalamic nucleus,VMH,787,0.18064,2364,13086.8024800709
761,693,Ventromedial hypothalamic nucleus anterior part,VMHa,788,0,0,NaN
769,693,Ventromedial hypothalamic nucleus central part,VMHc,789,0,0,NaN
777,693,Ventromedial hypothalamic nucleus dorsomedial part,VMHdm,790,0,0,NaN
785,693,Ventromedial hypothalamic nucleus ventrolateral part,VMHvl,791,0,0,NaN
946,467,Posterior hypothalamic nucleus,PH,792,0.840816,10312,12264.2766074861
290,1097,Hypothalamic lateral zone,LZ,793,3.912984,135736,34688.6161558545
194,290,Lateral hypothalamic area,LHA,794,1.518848,49535,32613.5334147986
226,290,Lateral preoptic area,LPO,795,0.184456,4622,25057.4662792211
356,290,Preparasubthalamic nucleus,PST,796,0.01424,494,34691.0112359551
364,290,Parasubthalamic nucleus,PSTN,797,0.099384,3433,34542.7835466473
20021,290,Perifornical nucleus,PeF,798,0.097472,2582,26489.6585686146
173,290,Retrochiasmatic area,RCH,799,0.069672,850,12200.0229647491
470,290,Subthalamic nucleus,STN,800,0.228232,9860,43201.6544568685
614,290,Tuberal nucleus,TU,801,0.254456,4692,18439.337252806
797,290,Zona incerta,ZI,802,1.446224,59668,41257.785792519
796,797,Dopaminergic A13 group,A13,803,0,0,NaN
804,797,Fields of Forel,FF,804,0.14464,7675,53062.7765486726
10671,1097,Median eminence,ME,805,0.0306,100,3267.97385620915
313,343,Midbrain,MB,806,33.509048,1430149,42679.4876416662
339,313,Midbrain sensory related,MBsen,807,7.107232,261412,36781.1266045628
302,339,Superior colliculus sensory related,SCs,808,2.627648,81191,30898.735294834
851,302,Superior colliculus optic layer,SCop,809,0.75856,32981,43478.4328200802
842,302,Superior colliculus superficial gray layer,SCsg,810,1.406088,41975,29852.3278770603
834,302,Superior colliculus zonal layer,SCzo,811,0.463,6235,13466.5226781857
4,339,Inferior colliculus,IC,812,4.313712,170288,39475.9779976039
811,4,Inferior colliculus central nucleus,ICc,813,1.069376,53228,49774.8219522413
820,4,Inferior colliculus dorsal nucleus,ICd,814,1.366896,45466,33262.2233147218
